Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
4422,GP,F,17,U,LE3,T,2,2,at_home,services,home,father,1,1,0,no,no,no,yes,yes,no,no,yes,4,3,4,2,1,4,1.0,11,10,11
4423,GP,F,17,U,GT3,T,3,2,services,services,reputation,father,2,1,0,no,yes,no,no,no,yes,no,yes,4,1,4,1,3,1,10.0,10,10,10
4424,MS,F,16,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,4,5,6.0,11,12,13
4425,GP,F,16,U,LE3,T,3,1,at_home,other,course,mother,1,3,1,no,yes,no,no,yes,yes,yes,no,5,3,5,1,1,4,3.0,8,8,8
4426,MS,F,17,R,LE3,T,4,4,health,at_home,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,yes,4,3,2,1,1,5,9.0,9,10,11
4427,MS,M,18,U,LE3,A,1,3,other,other,other,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,1.0,11,13,13
4428,MS,F,15,R,GT3,T,1,1,other,other,other,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,5,4,2,1,1,5,9.0,12,16,16
4429,GP,F,17,U,GT3,T,4,4,health,teacher,home,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,5,3,1,3,4,9.0,13,14,14
4430,GP,F,17,U,GT3,A,2,2,at_home,other,course,mother,1,2,0,no,no,no,no,no,yes,yes,yes,4,3,4,1,2,5,6.0,17,18,18
4431,MS,M,16,R,LE3,T,4,4,other,services,course,father,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,5,2,1,1.0,9,10,11
4432,GP,F,17,U,GT3,T,4,1,services,other,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,2,3,1,1,2,3.0,15,15,15
4433,GP,F,18,U,GT3,T,2,2,other,at_home,home,mother,2,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,3,3,18.0,14,14,15
4434,GP,M,15,U,GT3,T,1,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,5,1,1,2,14.0,10,9,11
4435,GP,F,16,U,LE3,T,4,2,teacher,services,reputation,father,1,2,1,yes,no,no,no,yes,yes,yes,no,4,5,2,1,1,2,4.0,14,13,13
4436,GP,F,17,U,GT3,T,3,4,services,teacher,home,mother,3,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,3,2,1,4,1.0,12,13,13
4437,MS,M,17,R,LE3,T,2,2,services,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,1,5,3.0,12,11,11
4438,GP,F,18,U,GT3,T,3,3,at_home,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,2,4,5.0,10,9,9
4439,GP,F,18,U,GT3,T,2,2,services,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,4,3,5,1,3,3,5.0,11,12,13
4440,GP,F,18,U,GT3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,1,3,2.0,14,15,15
4441,GP,M,19,U,GT3,T,1,1,services,at_home,course,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,2,5,1,5,5,5.0,10,11,10
4442,GP,F,17,R,GT3,T,2,2,at_home,other,home,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,3,4,2,1,3,3,0.0,14,14,16
4443,GP,F,16,U,LE3,T,1,1,at_home,other,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,2,1,2,3,1,4,2.0,16,14,14
4444,GP,F,17,U,GT3,T,4,4,health,other,home,mother,1,2,0,yes,yes,no,yes,yes,no,yes,no,2,4,2,2,1,4,3.0,11,10,11
4445,GP,F,15,U,LE3,T,4,3,health,other,other,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,2,4,1,4,5,1.0,13,11,11
4446,MS,F,15,R,GT3,T,4,3,services,at_home,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,4,2,2,1,4,4,1.0,14,14,15
4447,GP,M,16,U,GT3,T,3,2,services,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,yes,3,1,3,1,4,3,4.0,14,15,15
4448,GP,M,16,U,GT3,A,2,2,other,other,course,other,2,2,0,no,no,no,yes,yes,yes,yes,no,3,2,3,1,2,3,8.0,10,10,1
4449,GP,M,19,U,LE3,T,3,3,other,services,home,father,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,1.0,10,11,12
4450,GP,F,16,U,GT3,T,4,2,health,other,course,father,3,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,3,4,6.0,12,13,13
4451,GP,M,16,U,GT3,T,3,3,services,other,reputation,mother,1,1,0,yes,no,no,no,yes,yes,yes,no,5,4,3,1,1,4,1.0,9,12,12
4452,GP,M,18,U,GT3,A,4,3,services,other,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,yes,3,5,2,3,2,5,1.0,13,12,14
4453,GP,F,16,U,GT3,T,2,3,services,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,5,2,3,4,4,2,4.0,11,12,13
4454,GP,F,17,R,LE3,A,2,1,at_home,other,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,5,1.0,13,14,13
4455,GP,M,18,R,LE3,T,3,1,other,teacher,home,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,5,4,5,2,2,3,6.0,9,10,10
4456,GP,M,18,U,GT3,T,3,3,other,at_home,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,5,4,1,4,5,2.0,15,16,16
4457,GP,M,16,U,GT3,T,3,1,services,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,2,5,1,3,4,9.0,11,11,11
4458,GP,F,18,U,GT3,T,1,1,at_home,other,course,father,1,2,1,no,yes,no,yes,yes,yes,no,no,5,3,3,3,5,5,1.0,14,14,14
4459,GP,F,18,U,GT3,T,1,2,services,other,course,father,1,2,0,yes,no,no,no,yes,yes,yes,no,5,4,5,2,2,4,9.0,14,14,15
4460,GP,F,17,U,GT3,T,4,4,other,other,course,mother,1,2,1,yes,yes,no,no,yes,yes,yes,yes,3,3,2,3,2,5,2.0,10,9,10
4461,GP,F,17,R,LE3,T,1,4,at_home,teacher,home,father,2,1,0,no,yes,no,no,yes,yes,yes,no,4,3,1,2,2,5,2.0,11,10,11
4462,GP,M,19,R,GT3,T,3,2,other,other,home,mother,2,1,0,no,yes,yes,yes,no,yes,yes,yes,4,2,3,1,2,4,1.0,17,18,17
4463,MS,F,18,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,no,no,no,yes,yes,no,no,4,5,3,3,3,5,1.0,7,8,8
4464,GP,F,15,R,LE3,T,2,2,other,other,home,father,2,3,0,no,no,no,no,yes,yes,no,yes,4,2,3,1,4,5,0.0,14,15,15
4465,GP,M,16,U,GT3,T,1,1,at_home,other,course,father,1,1,0,yes,no,no,yes,yes,yes,no,no,5,3,3,2,2,5,2.0,12,12,12
4466,GP,M,18,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,4,5,3,2,5,0.0,14,15,15
4467,GP,F,17,R,GT3,T,2,2,other,services,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,1,5,3,1,1,4.0,14,13,14
4468,GP,M,17,R,GT3,T,1,2,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,5,5,3,2,1,5,0.0,16,15,16
4469,GP,M,16,U,GT3,T,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,no,yes,yes,yes,4,4,3,1,1,1,4.0,9,8,8
4470,MS,M,17,R,LE3,A,2,2,other,services,course,mother,4,1,0,no,no,no,yes,yes,yes,no,no,4,3,3,2,1,1,2.0,15,12,13
4471,GP,F,15,U,GT3,A,1,1,at_home,other,home,mother,2,3,0,no,yes,no,no,no,yes,yes,no,4,4,3,2,1,5,1.0,14,14,15
4472,GP,F,16,U,GT3,T,4,4,health,teacher,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,1,4,5,2,2,4.0,12,11,11
4473,MS,M,18,U,GT3,T,3,2,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,3,5,16.0,10,10,16
4474,GP,F,16,U,LE3,T,2,1,at_home,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,1,3,5.0,12,11,13
4475,MS,F,18,U,GT3,T,4,4,teacher,other,home,mother,1,1,0,no,no,no,yes,no,no,yes,no,3,2,1,4,3,5,0.0,9,11,10
4476,GP,F,16,R,LE3,T,3,4,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,4,2,1,3,3,1.0,12,11,11
4477,GP,F,16,U,GT3,T,1,1,services,other,home,father,3,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,4,1,1,5,1.0,10,11,10
4478,GP,M,18,U,GT3,T,2,3,other,other,reputation,mother,2,2,0,no,yes,no,yes,no,yes,no,no,4,1,4,2,1,4,4.0,12,12,12
4479,GP,M,17,U,LE3,T,1,1,services,services,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,3,1,1,9.0,12,13,13
4480,GP,F,18,U,GT3,T,2,2,other,other,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,3,4,3,1,2,5,1.0,11,13,13
4481,GP,F,15,U,GT3,T,2,1,at_home,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,2,1,1,3,4,0.0,13,13,14
4482,GP,F,15,U,GT3,T,1,2,other,other,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,no,3,4,3,1,4,3,10.0,12,12,12
4483,GP,M,16,U,GT3,T,4,4,teacher,services,home,mother,1,4,0,no,no,no,no,yes,yes,yes,no,4,4,2,1,1,5,0.0,10,10,16
4484,GP,F,17,U,GT3,T,2,3,at_home,other,reputation,other,2,1,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,2,4,8.0,14,15,15
4485,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,1,3,1,1,1,5,1.0,9,8,8
4486,MS,M,16,U,GT3,T,1,1,at_home,other,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,3,3,1,5,6.0,15,14,15
4487,GP,M,17,U,GT3,T,2,2,services,other,reputation,mother,2,2,1,no,yes,no,yes,yes,yes,no,no,4,3,5,2,2,4,0.0,12,11,11
4488,MS,M,16,U,GT3,T,3,3,other,other,other,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,5,2,5,1,1,5,5.0,10,9,11
4489,MS,F,18,U,GT3,T,4,4,health,other,home,father,1,1,0,no,yes,no,yes,no,yes,no,no,4,4,2,1,2,5,1.0,9,9,11
4490,MS,M,18,U,GT3,A,3,3,other,other,course,mother,1,2,1,no,yes,no,no,no,no,no,no,4,4,4,1,2,2,12.0,9,11,10
4491,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,mother,1,4,0,no,yes,no,yes,no,yes,no,yes,5,3,1,1,2,3,3.0,14,15,16
4492,GP,M,16,U,LE3,T,3,3,at_home,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,3,3,5,2,4,5,1.0,10,9,10
4493,MS,M,16,U,LE3,A,1,1,other,other,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,3,4,3,1,2,5,1.0,10,11,11
4494,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,3,3,4.0,15,14,15
4495,GP,M,16,U,LE3,A,3,4,services,teacher,reputation,other,1,1,0,no,yes,no,yes,no,yes,no,no,3,3,3,2,1,3,2.0,12,13,13
4496,MS,F,15,R,LE3,A,1,1,other,other,course,father,2,1,0,no,yes,no,no,yes,yes,no,no,4,4,3,1,1,4,2.0,14,14,15
4497,MS,M,18,U,GT3,T,4,3,other,services,other,father,1,4,1,no,no,no,yes,yes,no,no,no,4,4,3,2,5,1,5.0,9,11,11
4498,MS,F,17,R,GT3,T,1,1,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,5,3,4,2,1,5,2.0,13,12,12
4499,GP,F,18,U,GT3,A,3,3,services,services,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,2,1,13.0,10,9,11
4500,MS,M,18,U,LE3,A,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,3,5,4,5.0,8,9,9
4501,GP,F,17,U,GT3,T,3,1,other,other,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,5,1.0,14,17,15
4502,GP,M,15,U,LE3,T,4,4,health,teacher,home,father,2,4,0,yes,no,no,no,yes,yes,yes,no,3,4,5,2,1,4,3.0,9,10,10
4503,MS,M,18,U,GT3,T,4,1,services,other,other,other,2,3,1,no,yes,no,yes,yes,no,yes,no,4,3,3,1,3,2,2.0,7,8,9
4504,GP,F,18,U,GT3,T,4,3,other,services,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,2,5,1,2,1,4.0,13,14,15
4505,GP,M,15,U,LE3,T,4,3,health,services,course,father,4,1,1,no,yes,no,no,no,yes,yes,no,3,2,3,1,2,2,11.0,7,8,9
4506,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,2,5,3.0,12,13,14
4507,GP,F,17,U,GT3,T,4,2,teacher,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,14.0,17,17,17
4508,GP,F,17,U,GT3,T,3,3,other,services,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,14.0,14,14,14
4509,GP,F,17,U,GT3,T,3,4,other,services,course,mother,1,2,0,yes,no,no,no,no,yes,yes,yes,4,4,5,1,1,1,12.0,14,14,15
4510,GP,F,16,U,GT3,T,2,1,at_home,other,reputation,father,1,2,0,no,yes,no,yes,yes,no,yes,yes,5,3,3,2,4,2,13.0,9,8,10
4511,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,yes,no,no,yes,no,yes,yes,no,3,3,2,2,1,5,1.0,17,17,18
4512,GP,F,15,U,GT3,T,1,2,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,5,4,3,1,1,5,3.0,15,16,16
4513,GP,F,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,3,4,3,2,3,1,2.0,15,14,17
4514,MS,F,16,R,GT3,T,0,2,at_home,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,no,4,4,3,2,1,4,1.0,5,6,6
4515,MS,F,20,U,GT3,A,1,2,other,other,reputation,other,1,2,0,no,yes,no,yes,no,yes,no,yes,4,2,5,2,4,3,1.0,16,16,16
4516,MS,F,17,R,GT3,T,2,2,other,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,2,4,3,1,3,1.0,9,9,10
4517,GP,F,15,U,GT3,T,1,2,at_home,services,other,mother,2,3,0,no,no,no,yes,no,yes,no,no,5,3,4,1,1,5,0.0,15,16,16
4518,GP,F,17,U,LE3,A,3,1,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,2.0,13,12,13
4519,GP,F,17,U,GT3,T,4,2,teacher,services,home,father,2,1,3,no,yes,no,no,yes,yes,yes,no,4,3,3,2,1,5,1.0,11,11,11
4520,GP,M,16,U,GT3,T,3,4,services,other,home,father,1,3,1,no,no,no,yes,no,yes,yes,no,4,2,3,1,3,2,6.0,7,9,10
4521,MS,F,17,U,LE3,T,4,4,teacher,teacher,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,2,3,0.0,11,11,11
4522,GP,M,15,U,GT3,T,3,1,at_home,other,reputation,father,1,1,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,2,1,2,5,11.0,15,15,16
4523,MS,F,16,R,GT3,T,3,1,at_home,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,1,3,1.0,9,10,10
4524,MS,M,15,U,GT3,T,3,3,other,teacher,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,2,2,1,5,0.0,9,7,6
4525,MS,M,15,U,LE3,A,3,3,at_home,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,3,19.0,12,16,16
4526,MS,F,17,R,GT3,A,4,2,services,other,course,mother,2,3,0,no,no,no,yes,no,yes,no,no,4,3,3,2,1,5,10.0,13,12,13
4527,GP,M,17,U,GT3,T,4,4,teacher,health,course,father,2,2,0,no,no,no,yes,no,yes,yes,no,5,2,4,1,4,3,4.0,14,13,13
4528,MS,M,18,R,GT3,T,2,2,services,services,course,mother,1,1,0,no,yes,no,no,no,yes,yes,no,4,3,5,1,2,5,0.0,12,13,14
4529,MS,M,16,U,GT3,T,1,1,other,other,course,father,1,3,0,no,yes,no,no,yes,no,yes,yes,5,4,3,1,1,5,9.0,8,9,9
4530,GP,F,16,U,GT3,T,2,2,at_home,services,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,3,2,3,3.0,10,9,10
4531,GP,M,15,U,LE3,T,1,1,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,3,1,2,5,2.0,10,11,11
4532,GP,F,17,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,no,yes,yes,no,2,3,3,1,1,5,1.0,14,14,15
4533,MS,F,16,U,LE3,T,4,4,at_home,services,reputation,father,1,3,0,no,yes,no,no,yes,no,yes,yes,4,1,2,1,2,5,26.0,8,10,10
4534,GP,M,16,U,GT3,T,1,1,at_home,services,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,no,4,3,3,5,3,5,2.0,10,10,10
4535,GP,F,17,U,LE3,A,1,1,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,3,1.0,17,18,17
4536,GP,F,16,U,LE3,T,2,3,other,other,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,2,2.0,14,14,14
4537,GP,M,18,R,LE3,T,3,4,at_home,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,4,4,1,3,2,5.0,9,10,11
4538,MS,M,19,U,GT3,T,3,3,at_home,services,course,mother,3,2,2,no,yes,no,no,no,no,yes,no,3,4,3,2,4,5,6.0,9,9,10
4539,GP,M,18,U,GT3,T,2,2,other,other,other,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,5,3,2,2,4,1.0,14,15,17
4540,MS,M,17,U,GT3,T,3,3,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,no,yes,4,3,4,1,3,4,3.0,13,13,13
4541,MS,M,17,R,GT3,T,1,1,at_home,other,course,mother,2,2,1,no,yes,no,yes,yes,no,yes,no,5,3,2,1,1,1,0.0,8,8,10
4542,MS,F,17,U,LE3,T,2,2,at_home,other,other,mother,1,4,0,no,no,no,yes,yes,yes,yes,yes,5,3,5,1,1,4,3.0,8,8,10
4543,MS,F,19,R,GT3,T,1,0,other,other,other,other,1,2,1,no,yes,no,no,yes,yes,no,yes,4,5,4,1,1,3,11.0,9,9,8
4544,GP,M,19,U,GT3,A,3,2,other,health,other,other,1,3,1,no,yes,no,yes,no,yes,yes,yes,4,3,5,1,5,4,1.0,10,10,10
4545,MS,F,16,R,GT3,T,4,4,teacher,other,course,father,3,1,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,1,4,5.0,15,14,15
4546,GP,F,16,U,GT3,T,3,2,services,services,home,father,1,1,0,no,no,no,no,yes,yes,yes,yes,5,4,1,2,4,5,1.0,14,13,13
4547,GP,M,19,U,GT3,T,1,1,at_home,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,1,4,1,1,5,11.0,11,11,11
4548,GP,M,18,R,GT3,A,2,1,other,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,5,5,0.0,13,14,15
4549,MS,F,16,U,LE3,T,1,1,at_home,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,2,5,2,2,1,4,8.0,11,11,10
4550,MS,M,17,U,LE3,T,3,3,services,services,other,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,3,4,3,1,2,2,2.0,13,14,15
4551,GP,F,18,U,LE3,T,2,3,other,health,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,2,4,5,0.0,14,15,15
4552,MS,M,17,R,GT3,T,1,1,other,at_home,reputation,mother,1,1,0,no,no,no,no,no,yes,no,yes,4,3,3,1,5,1,17.0,11,9,10
4553,GP,F,16,U,LE3,A,2,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,1,1,4,5,6.0,12,13,14
4554,MS,F,17,U,GT3,T,3,3,other,other,course,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,2,4,1,3,3,9.0,11,13,14
4555,MS,F,16,U,LE3,T,4,4,services,other,reputation,father,1,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,2,5,6.0,10,11,11
4556,MS,F,15,U,GT3,T,2,1,other,other,other,mother,2,2,0,no,no,yes,yes,yes,yes,no,no,5,5,4,1,3,3,4.0,14,14,14
4557,MS,F,17,R,GT3,T,4,3,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,2,4,2.0,14,13,14
4558,GP,F,16,R,GT3,T,1,1,other,other,course,father,1,2,0,yes,no,no,no,yes,yes,yes,no,4,2,1,2,1,1,3.0,16,16,16
4559,GP,F,16,U,LE3,A,3,4,services,teacher,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,3,4,3,6.0,12,12,12
4560,GP,F,19,R,GT3,A,3,3,services,services,course,other,2,2,0,no,yes,no,no,no,yes,yes,yes,4,2,3,1,3,2,5.0,11,12,12
4561,MS,M,17,R,LE3,T,2,2,other,services,course,mother,1,2,0,no,no,no,no,yes,no,yes,no,4,3,4,1,1,3,10.0,5,8,0
4562,GP,F,18,U,GT3,A,1,1,other,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,4,2,2.0,13,13,13
4563,MS,F,16,U,LE3,T,2,2,other,other,course,mother,3,4,0,no,no,yes,yes,yes,yes,no,no,4,1,2,1,4,3,4.0,9,10,10
4564,GP,M,18,U,LE3,T,3,3,at_home,health,reputation,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,5,2,4,1,1,5,1.0,14,15,16
4565,GP,F,17,U,GT3,T,3,1,other,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,4,2,2.0,10,9,12
4566,GP,M,17,R,GT3,T,4,2,other,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,3,5,1,1,5,1.0,12,13,13
4567,GP,F,17,U,GT3,A,4,4,services,services,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,5,9.0,12,13,13
4568,MS,M,16,R,GT3,T,2,4,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,4,5,1,2,4,5.0,10,11,11
4569,MS,M,20,R,LE3,T,4,3,other,at_home,other,other,1,1,1,no,no,no,yes,no,yes,yes,yes,2,4,2,3,4,4,1.0,8,6,0
4570,MS,M,17,U,GT3,T,3,3,other,other,other,mother,3,1,2,no,no,no,no,no,yes,yes,yes,3,2,2,1,5,3,5.0,9,10,9
4571,GP,F,15,U,GT3,T,2,2,other,services,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,2,2,3,1,0.0,12,11,11
4572,MS,F,16,U,LE3,T,4,2,health,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,2,4,1,3,5,3.0,10,11,11
4573,GP,F,16,R,GT3,T,3,3,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,no,1,2,2,1,3,2,2.0,12,11,12
4574,GP,F,17,U,GT3,T,2,4,other,other,reputation,father,1,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,1,1,5,5.0,11,11,12
4575,MS,M,16,U,GT3,A,4,4,teacher,other,home,father,2,1,0,no,yes,no,yes,yes,yes,no,no,2,3,2,1,2,3,3.0,12,12,14
4576,GP,F,17,U,LE3,A,4,4,teacher,other,course,other,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,2,1,4,5,5.0,18,17,18
4577,GP,F,15,U,LE3,T,2,2,other,at_home,home,father,1,1,0,no,no,no,no,no,yes,no,no,4,4,2,1,2,4,2.0,11,9,10
4578,GP,M,16,U,GT3,T,1,1,at_home,at_home,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,3,3,1.0,14,13,13
4579,GP,F,15,U,GT3,T,1,1,other,other,course,mother,2,1,0,yes,yes,no,no,no,yes,yes,no,4,3,5,1,4,1,1.0,14,14,15
4580,GP,F,18,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,3,1,1.0,13,12,12
4581,MS,F,16,U,GT3,T,3,3,at_home,services,other,father,1,3,0,no,yes,no,no,yes,yes,no,no,5,3,1,1,4,5,1.0,16,15,16
4582,MS,M,17,U,GT3,T,4,4,other,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,no,1,4,4,1,1,4,11.0,7,8,8
4583,GP,M,18,U,LE3,T,4,4,health,services,home,father,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,1,1,5,5,9.0,16,16,16
4584,GP,F,17,U,GT3,T,3,1,other,services,course,father,1,4,0,yes,no,no,yes,yes,yes,no,no,4,2,5,1,3,4,6.0,8,10,10
4585,GP,M,17,R,GT3,T,4,4,teacher,services,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,no,no,5,5,1,1,2,2,4.0,12,13,14
4586,MS,M,16,U,GT3,T,2,4,other,health,course,mother,1,3,0,no,no,no,yes,yes,no,no,no,1,2,3,1,1,3,16.0,9,11,11
4587,GP,M,18,R,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,5,2,5,1,1,5,10.0,18,18,17
4588,MS,F,17,U,LE3,A,2,2,at_home,health,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,4,5,3,2,4,5,6.0,6,8,8
4589,GP,F,17,U,LE3,A,2,3,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,4,9.0,11,10,10
4590,MS,M,15,U,GT3,T,1,2,at_home,services,other,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,3,2,3,1,2,3,4.0,10,9,12
4591,GP,M,16,U,LE3,A,4,3,teacher,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,4,2,3,2,3,2.0,10,11,10
4592,MS,F,16,R,LE3,T,2,1,at_home,other,course,father,4,2,1,no,no,yes,yes,no,yes,no,no,4,3,5,1,4,3,4.0,7,8,7
4593,MS,F,15,R,GT3,T,3,3,services,other,course,father,1,2,0,no,no,no,no,yes,yes,no,no,4,4,2,1,3,4,0.0,14,14,14
4594,GP,M,17,U,LE3,A,3,3,services,other,other,other,2,2,1,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,2.0,11,15,15
